FID,Shape *,KEYFIELD1,CALYEAR,CRASHNUM,CASENUMBER,AGENCY,DISTRICT,DOTCOUNTY,CRASHDATE,CRASHTIME,DAYOFWEEK,DHSCNTYCTY,TOWNNAME,INTOWNFLAG,ONROADNAME,INROADNAME,REFDIST,REFMEAS,REFDIRECT,ROADWAYID,LOCMILEPT,LOCNODE,SRROUTEID,USROUTEID,SIDEOFROAD,CRASHLANE,ROADCATGRY,SKIDNUMBER,SKIDTESTDT,RCIFEDHWY,RCIFUNCLAS,RCIACC,RCIPLACECD,RCILANDUSE,RCISURFWTH,RCISLDTYP1,RCISLDTYP2,RCISLDTYP3,RCISLDWTH1,RCISLDWTH2,RCISLDWTH3,RCIMEDWDTH,RCIAADT,RCIAVGTFCT,RCIHZDGCRV,RCIMAXSPD,RCITYPPARK,HIGHESTINJ,CRSHALCDRG,SITELOCA,LIGHTCOND,WEATHCOND,RDSURFCOND,DIV_UNDIV,TRAFCNTL1,TRAFCNTL2,CNTOFLANES,RDSURFTYPE,ROADCOND1,ROADCOND2,VISIBLTY1,VISIBLTY2,CRSHEVENT1,CRSHCAUSE1,CNTOFINJ,CNTOFFATL,CNTOFSVINJ,CNTOFPEDES,CNTOFDRVRS,CNTOFCYCLS,CNTOFVEH,CNTOFPERS,CNTNONTFTL,TOTCRSHDMG,TOTVEHDMG,TOTOTHRDMG,WORKZONE,FLAG_CMV,FLAG_INT,FL_LANEDEP,FL_AGGRSV,FL_VRU_PED,FL_VRU_BIK,FLELDERPED,FLPED5064,FLPED6569,FLPED7074,FLPED7579,FLPED80UP,FLMINORPED,FLELDERBIK,FLBIK5064,FLBIK6569,FLBIK7074,FLBIK7579,FLBIK80UP,FLMINORBIK,FL_VRU_MOT,FLMOT5064,FLMOT6569,FLMOT7074,FLMOT7579,FLMOT80UP,FL_AR_TEEN,FL_AR_AG,FL_AG5064,FL_AG6569,FL_AG7074,FL_AG7579,FL_AG80UP,FLAG_IMP,FL_IMP_PED,FLAG_DIST,FLAG_MIN,FLNOBTKID,FLNOBTMIN,FLNOBTTEEN,FL_NOBELT,LATITUDE,LONGITUDE,XCOORDINAT,YCOORDINAT,COORDSYS,MAPSOURCE,MAPVERSION,DTPUBLISHE,DTCARXTRCT,DTCOORDXTR,LINESEGID
10666,Point M,2.01283E+12,2012,828794370,FHPE12OFF011560,F,6,87,3/3/2012,2350,6,180,NORTH MIAMI,N,SR 9A,135TH ST NW,0.5,MI,N,87270000,11.295,7899,SR    9A,I    95,L,2,1,35,11/15/2011,5,11,1,1502, ,66,1, , ,6,0,0,14,261000,2, ,55,0,1,0,1,4,1,1,1,1,0,0,0,1,0,1,0,9,1,0,0,0,0,1,0,1,1,0,1500,1500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.90543,-80.209944,579131.7288,2865449.275,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10700,Point M,2.01283E+12,2012,828837030,FHPE12OFF016788,F,6,87,3/30/2012,1149,5,100,UNINCORPORATED,N,SR 9A,125TH ST NW,0.5,MI,N,87270000,10.668,2294,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1,1502, ,66,2, , ,10,0,0,14,245000,2, ,55,0,2,0,1,1,1,1,1,77,77,0,0,1,0,1,1,1,2,2,0,0,0,2,0,2,3,0,6000,6000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.896387,-80.209491,579183.1323,2864448.022,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10710,Point M,2.01283E+12,2012,828891390,FHPE12OFF045602,F,6,87,9/5/2012,802,3,166,MIAMI,N,I 95,69TH ST NW,0.1,MI,N,87270000,7.083,2303,SR    9A,I    95,L,3,1,43,11/15/2011,5,11,1,1370, ,66,1, , ,10,0,0,22,258000,2, ,55,0,1,0,1,1,3,2,1,1,1,0,0,8,0,1,1,9,2,0,0,0,0,2,0,2,2,0,4000,4000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.844645,-80.206833,579484.0097,2858719.319,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10714,Point M,2.01283E+12,2012,828874920,FHPE12OFF011508,F,6,87,3/2/2012,1925,5,100,UNINCORPORATED,N,I 95,SR 836,0.25,MI,N,87270000,3.67,2818,SR    9A,I    95,L,5,1,43,11/15/2011,5,11,1,1370, ,60,1,5, ,10,2,0,14,194500,2, ,55,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,2,0,1400,1400,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.795447,-80.20531,579669.5821,2853271.639,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10719,Point M,2.01283E+12,2012,828864400,FHPE12OFF029902,F,6,87,6/9/2012,1041,6,166,MIAMI,N,SR 9A,SR 924,0.25,MI,S,87270000,9.506,2264,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1, , ,66,1,5, ,8,2,0,14,265000,2, ,55,0,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,2,0,2,2,0,1000,1000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.879591,-80.208965,579247.0184,2862588.168,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10727,Point M,2.01283E+12,2012,828903670,FHPE12OFF017585,F,6,87,4/3/2012,1611,2,182,NORTH MIAMI BEACH,N,SR 9A,SR 826,400,FT,N,87270000,12.935,7190,SR    9A,I    95,L,3,1,36,11/15/2011,5,11,1,1500, ,36,1,3, ,10,8,0,24,209000,2,3D0300,55,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,3,0,9000,9000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.927764,-80.206253,579486.4709,2867924.996,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10763,Point M,2.01283E+12,2012,828875620,FHPE12OFF013076,F,6,87,3/10/2012,1920,6,166,MIAMI,N,I 95,SR 860,800,FT,N,87270000,14.552,2286,SR    9,I    95,L,2,1,41,11/15/2011,5,11,1, , ,48,1,3, ,10,12,0,24,175000,2,2D0000,55,0,2,0,1,4,1,1,1,1,1,0,0,1,0,1,1,1,2,1,0,0,0,2,0,2,4,0,3000,3000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.943238,-80.187593,581344.5485,2869650.129,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10776,Point M,2.01283E+12,2012,828858390,FHPE12OFF017060,F,6,87,3/31/2012,1452,6,100, ,N,I 95,SR 932,0.1,MI,N,87270000,8.89,2263,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1, , ,66,1,5, ,8,3,0,14,265000,2,1D0000,55,0,1,0,1,1,3,2,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,3,0,1100,1100,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.870692,-80.208409,579308.7261,2861602.984,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10777,Point M,2.01283E+12,2012,828858670,FHPE12OFF024028,F,6,87,5/9/2012,1428,3,100, ,N,I 95,62ND ST NW,0.2,MI,N,87270000,6.434,7517,SR    9A,I    95,L,H,1,43,11/15/2011,5,11,1,1370, ,66,2,3, ,6,8,0,18,258000,2, ,55,0,2,0,1,1,2,2,1,1,0,0,0,1,0,1,0,27,2,1,0,0,0,1,0,1,1,0,13200,10000,3200,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.835375,-80.205873,579586.4297,2857693.248,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10779,Point M,2.01283E+12,2012,828853030,FHPE12OFF015740,F,6,87,3/25/2012,307,7,100,UNINCORPORATED,N,SR 9A,103RD ST NW,0.502,MI,N,87270000,9.292,7894,SR    9A,I    95,L,1,1,35,11/15/2011,5,11,1, , ,66,1,5, ,8,2,0,14,265000,2, ,55,0,3,0,1,4,1,1,1,5,0,0,0,1,0,1,0,77,2,1,0,0,0,1,0,1,1,0,500,500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.876497,-80.208819,579263.7268,2862245.644,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10817,Point M,2.01283E+12,2012,828861240,FHPE12OFF013176,F,6,87,3/11/2012,1325,7,166,MIAMI,N,SR 9A,79TH ST NW,750,FT,N,87270000,7.407,7808,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1, , ,66,2,5, ,8,2,0,14,258000,2, ,55,0,1,0,1,1,2,1,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,3,0,6000,6000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.849239,-80.207654,579398.6622,2859227.545,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10832,Point M,2.01283E+12,2012,828847020,FHPE12OFF010819,F,6,87,2/28/2012,1230,2,166,MIAMI,N,SR 9A,SR 112,0.1,MI,N,87270000,4.954,7799,SR    9A,I    95,L,4,1,43,11/15/2011,5,11,1,1370, ,60,1, , ,10,0,0,14,194500,2, ,55,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,9,77,0,0,0,0,2,0,2,2,0,2100,2100,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.81402,-80.205954,579592.5826,2855328.194,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10853,Point M,2.01283E+12,2012,828874990,FHPE12OFF012856,F,6,87,3/9/2012,1625,5,100,UNINCORPORATED,N,I 95,SR 860,0.25,MI,N,87270000,14.65,2278,SR    9,I    95,L,3,1,41,11/15/2011,5,11,1, , ,48,1,3, ,10,12,0,24,175000,2,D30',55,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,9,15,0,0,0,0,2,0,2,3,0,1500,1500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.944456,-80.186799,581423.2085,2869785.569,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10870,Point M,2.01283E+12,2012,828903660,FHPE12OFF017390,F,6,87,4/2/2012,1435,1,129,AVENTURA,N,SR 9A,SR 860,0.5,MI,N,87270000,14.9,7830,SR    9,I    95,L,1,1,41,11/15/2011,5,11,1, , ,48,1,3, ,10,12,0,24,207000,2,2D0000,55,0,3,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,0,0,0,2,0,2,2,0,10500,10500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,25.947591,-80.184849,581616.2481,2870133.907,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10871,Point M,2.01283E+12,2012,828903770,FHPE12OFF020037,F,6,87,4/17/2012,1715,2,166,MIAMI,N,SR 9A,81ST ST NW,0.25,MI,N,87270000,7.637,7892,SR    9A,I    95,L,4,1,35,11/15/2011,5,11,1, , ,66,2,3, ,10,12,0,14,266000,2,0D12,55,0,4,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,0,1,0,2,0,2,3,0,10000,10000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.852563,-80.207829,579378.914,2859595.616,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10982,Point M,2.01283E+12,2012,828852400,FHPE12OFF018330,F,6,87,4/7/2012,1645,6,100,UNINCORPORATED,N,SR 9A,SR 112,0.25,MI,N,87270000,5.104,2308,SR    9A,I    95,L,S,1,43,11/15/2011,5,11,1,1370, ,66,1, , ,10,0,0,50,194500,2, ,55,0,4,0,1,1,3,2,2,1,0,0,0,1,0,1,0,77,12,1,0,1,0,1,0,1,1,0,17000,15000,2000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.81619,-80.206006,579585.9298,2855568.411,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10988,Point M,2.01283E+12,2012,828909510,FHPE12OFF026781,F,6,87,5/23/2012,1000,3,180,NORTH MIAMI,N,SR 9A,125TH ST NW,200,FT,S,87270000,10.095,2837,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1,1502, ,66,1,5, ,8,2,0,14,245000,2, ,55,0,1,0,1,1,3,2,1,1,1,0,0,1,0,1,1,9,77,0,0,0,0,2,0,3,3,0,2600,2600,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.888111,-80.209086,579229.1885,2863531.699,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
10989,Point M,2.01283E+12,2012,828883250,FHPE12OFF049756,F,6,87,9/28/2012,918,5,164,MIAMI,N,I 95,SR 112,0.5,MI,S,87270000,4.354,2879,SR    9A,I    95,L,2,1,43,11/15/2011,5,11,1,1370, ,60,1,5, ,8,2,0,14,194500,2, ,55,0,1,0,1,1,2,2,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,2,0,600,600,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.805442,-80.205661,579627.7144,2854378.337,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11024,Point M,2.01283E+12,2012,828848630,FHPE12OFF012853,F,6,87,3/9/2012,1605,5,166,MIAMI,N,I 95,SR 836,0.5,MI,N,87270000,3.92,2881,SR    9A,I    95,L,3,1,43,11/15/2011,5,11,1,1370, ,60,1,5, ,10,2,0,14,194500,2,0D1500,55,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,3,0,3,3,0,9500,9500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.799713,-80.2054,579657.6532,2853744.023,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11036,Point M,2.01283E+12,2012,828858380,FHPE12OFF017058,F,6,87,3/31/2012,1452,6,100, ,N,I 95,SR 932,0.1,MI,N,87270000,8.89,2263,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1, , ,66,1,5, ,8,3,0,14,265000,2,1D0000,55,0,1,0,1,1,3,2,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,3,0,1000,1000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.870692,-80.208409,579308.7261,2861602.984,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11037,Point M,2.01283E+12,2012,828852120,FHPE12OFF012039,F,6,87,3/5/2012,1606,1,100,UNINCORPORATED,N,I 95,SR 860,0.5,MI,S,87270000,13.792,2288,SR    9,I    95,L,4,1,41,11/15/2011,5,11,1, , ,48,1,3, ,10,12,0,24,209000,2,2D1100,55,0,1,0,1,1,1,1,2,1,1,0,0,1,0,1,1,9,77,0,0,0,0,2,0,2,2,0,3700,3700,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,25.936985,-80.197413,580365.5202,2868951.562,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11046,Point M,2.01283E+12,2012,828909140,FHPE12OFF012612,F,6,87,3/8/2012,1250,4,166,MIAMI,N,SR 9A,SR 112,300,FT,S,87270000,4.761,2822,SR    9A,I    95,L,S,1,43,11/15/2011,5,11,1,1370, ,60,1,5, ,10,2,0,14,194500,2, ,55,0,3,0,6,1,2,1,1,1,0,0,0,1,0,1,0,20,1,1,0,0,0,1,0,1,1,0,1500,1500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,25.811227,-80.205879,579601.9313,2855018.924,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11070,Point M,2.01283E+12,2012,828847350,FHPE12OFF025572,F,6,87,5/17/2012,830,4,166,MIAMI,N,SR 9A,SR 112,150,FT,N,87270000,4.882,2823,SR    9A,I    95,L,3,1,43,11/15/2011,5,11,1,1370, ,60,1, , ,10,0,0,14,194500,2, ,55,0,1,0,1,1,2,2,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,2,0,4500,4500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.812979,-80.205926,579596.0688,2855212.849,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11117,Point M,2.01283E+12,2012,828847330,FHPE12OFF024634,F,6,87,5/12/2012,730,6,166,MIAMI,N,SR 9A,SR 112,150,FT,N,87270000,4.882,2823,SR    9A,I    95,L,7,1,43,11/15/2011,5,11,1,1370, ,60,1, , ,10,0,0,14,194500,2, ,55,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,9,77,0,0,0,0,2,0,2,2,0,6000,6000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.812979,-80.205926,579596.0688,2855212.849,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11176,Point M,2.01283E+12,2012,828875100,FHPE12OFF015444,F,6,87,3/23/2012,1455,5,100,UNINCORPORATED,N,SR 9A,95TH ST NW,0.25,MI,N,87270000,8.535,2262,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1, , ,66,1,3, ,10,10,0,14,266000,2, ,55,0,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,0,0,0,2,0,2,2,0,1500,1500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.865556,-80.208236,579329.4827,2861034.324,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11204,Point M,2.01283E+12,2012,828861210,FHPE12OFF010570,F,6,87,2/27/2012,630,1,166,MIAMI,N,SR 9A,SR 836,700,FT,N,87270000,3.553,2251,SR    9A,I    95,L,4,1,43,11/15/2011,5,11,1,1370, ,60,2,5, ,10,2,0,14,194500,2, ,55,0,1,0,1,1,2,1,1,1,1,0,0,1,0,1,1,9,2,0,0,0,0,4,0,4,5,0,25000,25000,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.793754,-80.205266,579675.0677,2853084.153,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11205,Point M,2.01283E+12,2012,828858370,FHPE12OFF017033,F,6,87,3/31/2012,1452,6,100, ,N,I 95,SR 932,0.1,MI,N,87270000,8.89,2263,SR    9A,I    95,L,3,1,35,11/15/2011,5,11,1, , ,66,1,5, ,8,3,0,14,265000,2,1D0000,55,0,1,0,1,1,3,2,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,3,0,1500,1500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.870692,-80.208409,579308.7261,2861602.984,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11208,Point M,2.01283E+12,2012,828852300,FHPE12OFF014195,F,6,87,3/16/2012,1929,5,100,UNINCORPORATED,N,I 95,135TH ST NW,0.75,MI,N,87270000,11.545,9156,SR    9A,I    95,L,2,1,35,11/15/2011,5,11,1, , ,66,1, , ,6,0,0,14,261000,2,D20',55,0,1,0,1,4,1,1,2,1,1,0,0,1,0,1,1,1,2,0,0,0,0,4,0,4,4,0,16500,16500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.909064,-80.209915,579132.2438,2865851.669,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11230,Point M,2.01283E+12,2012,828837210,FHPE12OFF022766,F,6,87,5/2/2012,920,3,100,UNINCORPORATED,N,SR 9A,135TH ST NW,1,MI,N,87270000,11.795,7823,SR    9A,I    95,L,5,1,35,11/15/2011,5,11,1, , ,60,2, , ,10,0,0,14,261000,2, ,55,0,1,0,1,1,2,1,1,77,77,0,0,1,0,1,1,1,2,0,0,0,0,2,0,2,2,0,500,500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.91269,-80.209931,579128.1502,2866253.323,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11231,Point M,2.01283E+12,2012,828837110,FHPE12OFF020689,F,6,87,4/21/2012,555,6,100,UNINCORPORATED,N,SR 9A,SR 860,1,MI,S,87270000,13.292,7827,SR    9A,I    95,L,S,1,41,11/15/2011,5,11,1, , ,48,1, , ,10,0,0,60,209000,2, ,55,0,1,0,1,4,3,2,1,77,0,0,0,1,0,1,0,22,2,0,0,0,0,1,0,1,1,0,16200,6000,10200,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.932141,-80.203328,579776.4029,2868411.523,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11239,Point M,2.01283E+12,2012,828848980,FHPE12OFF023180,F,6,87,5/4/2012,0,5,182,NORTH MIAMI BEACH,N,I 95,SR 826,0.3,MI,N,87270000,13.159,7829,SR    9A,I    95,L,5,1,36,11/15/2011,5,11,1,1500, ,36,1,3, ,10,8,0,60,209000,2,D03'0,55,0,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,2,0,0,0,2,0,2,3,0,7500,7500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.930676,-80.204689,579641.0918,2868248.441,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
11240,Point M,2.01283E+12,2012,828848950,FHPE12OFF021814,F,6,87,4/27/2012,1335,5,157,MIAMI GARDENS,N,I 95,SR 860,0.5,MI,S,87270000,13.792,2288,SR    9,I    95,L,2,1,41,11/15/2011,5,11,1, , ,48,1,3, ,10,12,0,24,209000,2,2D1100,55,0,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,0,0,0,2,0,2,2,0,1500,1500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.936985,-80.197413,580365.5202,2868951.562,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv2-21-2014,3/17/2014,2/14/2014,3/4/2014,0
