FID,Shape *,KEYFIELD1,CALYEAR,CRASHNUM,CASENUMBER,AGENCY,DISTRICT,DOTCOUNTY,CRASHDATE,CRASHTIME,DAYOFWEEK,DHSCNTYCTY,TOWNNAME,INTOWNFLAG,ONROADNAME,INROADNAME,REFDIST,REFMEAS,REFDIRECT,ROADWAYID,LOCMILEPT,LOCNODE,SRROUTEID,USROUTEID,SIDEOFROAD,CRASHLANE,ROADCATGRY,SKIDNUMBER,SKIDTESTDT,RCIFEDHWY,RCIFUNCLAS,RCIACC,RCIPLACECD,RCILANDUSE,RCISURFWTH,RCISLDTYP1,RCISLDTYP2,RCISLDTYP3,RCISLDWTH1,RCISLDWTH2,RCISLDWTH3,RCIMEDWDTH,RCIAADT,RCIAVGTFCT,RCIHZDGCRV,RCIMAXSPD,RCITYPPARK,HIGHESTINJ,CRSHALCDRG,SITELOCA,LIGHTCOND,WEATHCOND,RDSURFCOND,DIV_UNDIV,TRAFCNTL1,TRAFCNTL2,CNTOFLANES,RDSURFTYPE,ROADCOND1,ROADCOND2,VISIBLTY1,VISIBLTY2,CRSHEVENT1,CRSHCAUSE1,CNTOFINJ,CNTOFFATL,CNTOFSVINJ,CNTOFPEDES,CNTOFDRVRS,CNTOFCYCLS,CNTOFVEH,CNTOFPERS,CNTNONTFTL,TOTCRSHDMG,TOTVEHDMG,TOTOTHRDMG,WORKZONE,FLAG_CMV,FLAG_INT,FL_LANEDEP,FL_AGGRSV,FL_VRU_PED,FL_VRU_BIK,FLELDERPED,FLPED5064,FLPED6569,FLPED7074,FLPED7579,FLPED80UP,FLMINORPED,FLELDERBIK,FLBIK5064,FLBIK6569,FLBIK7074,FLBIK7579,FLBIK80UP,FLMINORBIK,FL_VRU_MOT,FLMOT5064,FLMOT6569,FLMOT7074,FLMOT7579,FLMOT80UP,FL_AR_TEEN,FL_AR_AG,FL_AG5064,FL_AG6569,FL_AG7074,FL_AG7579,FL_AG80UP,FLAG_IMP,FL_IMP_PED,FLAG_DIST,FLAG_MIN,FLNOBTKID,FLNOBTMIN,FLNOBTTEEN,FL_NOBELT,LATITUDE,LONGITUDE,XCOORDINAT,YCOORDINAT,COORDSYS,MAPSOURCE,MAPVERSION,DTPUBLISHE,DTCARXTRCT,DTCOORDXTR,LINESEGID
14244,Point M,2.00574E+12,2005,744213570,FHPE05OFF053237,F,6,87,9/17/2005,1545,6,166,MIAMI,Y,SR 9A,79TH ST NW,1320,FT,N,87270000,7.533,2259,SR    9A,I    95,L,4,1,38,11/17/2004,5,11,1, ,4,55,7, , ,10,0,0,24,291000,6.47, ,55,0,2,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,4,0,0,0,2,0,2,5,0,10000,10000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,25.85106,-80.20777,579385.4281,2859429.492,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14280,Point M,2.00574E+12,2005,744201140,FHPE05OFF040415,F,6,87,7/18/2005,35,1,166,MIAMI,Y,SR 9A,SR 112,1320,FT,N,87270000,5.104,7514,SR    9A,I    95,M,M,1,45,11/17/2004,5,11,1,1370,4,36,7, , ,10,0,0,60,194500,6.47, ,55,0,3,0,1,4,1,1,1,3,0,0,4,1,0,1,0,20,5,1,0,0,0,2,0,2,2,0,3000,3000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.8162,-80.20601,579585.9965,2855569.16,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14435,Point M,2.00574E+12,2005,744242560,FHPE05OFF031998,F,6,87,6/8/2005,1307,3,180,N MIAMI,Y,SR 9A,79TH ST NW,1000,FT,N,87270000,7.472,2302,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1, ,4,55,7, , ,10,0,0,24,291000,6.47, ,55,0,2,0,1,1,2,1,1,1,0,0,2,1,0,1,0,6,77,2,0,0,0,2,0,2,2,0,6000,6000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.85018,-80.20772,579391.8198,2859331.956,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14470,Point M,2.00574E+12,2005,744229580,FHPE05OFF053872,F,6,87,9/21/2005,1040,3,100,MIAMI,N,SR 9A,95TH ST NW,0.057,MI,S,87270000,8.189,7811,SR    9A,I    95,L,5,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,291000,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,3000,3000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.86055,-80.20811,579345.8523,2860480.334,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14475,Point M,2.00574E+12,2005,744231100,FHPE05OFF062071,F,6,87,11/1/2005,1025,2,130,N MIAMI,Y,SR 9A,125TH ST NW,2640,FT,S,87270000,9.663,2297,SR    9A,I    95,L,2,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,189500,6.47,1D00,55,0,1,0,1,4,1,1,1,3,0,0,2,1,0,1,0,3,14,0,0,0,0,2,0,2,2,0,7000,7000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.88187,-80.20896,579246.0072,2862840.047,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14539,Point M,2.00574E+12,2005,744228220,FHPE05OFF022029,F,6,87,4/21/2005,750,4,100,N MIAMI,N,SR 9A,SR 860,1320,FT,S,87270000,14.042,3361,SR    9,I    95,L,S,1,39,11/17/2004,5,11,1, ,4,48,1, , ,8,0,0,26,168000,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,77,5,0,0,0,0,2,0,2,2,0,2000,2000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.93852,-80.19379,580727.2758,2869123.234,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14541,Point M,2.00574E+12,2005,744228570,FHPE05OFF030342,F,6,87,5/31/2005,1315,2,100,NORTH MIAMI BEACH,N,SR 9A,SR 860,0.5,MI,S,87270000,13.792,2288,SR    9,I    95,L,H,1,39,11/17/2004,5,11,1, ,4,48,1, , ,8,0,0,26,168000,6.47,2D0000,55,0,2,0,1,1,2,1,1,1,0,0,2,1,0,1,0,25,2,1,0,0,0,1,0,1,1,0,15000,5000,10000,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.93701,-80.19742,580364.4871,2868954.469,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14561,Point M,2.00574E+12,2005,744222120,FHPE05OFF055206,F,6,87,9/28/2005,848,3,100,MIAMI,N,SR 9A,151ST ST NW,0.5,MI,N,87270000,12.345,8542,SR    9A,I    95,L,3,1,40,11/17/2004,5,11,1, ,6,36,1, , ,8,0,0,100,168000,6.47, ,55,0,2,0,1,1,1,1,1,1,0,0,4,2,0,1,0,1,2,1,0,0,0,2,0,2,2,0,3500,3500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.92064,-80.21033,579082.8712,2867133.927,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14613,Point M,2.00574E+12,2005,744202560,FHPE05OFF071378,F,6,87,12/15/2005,1722,4,182,N MIAMI BCH,Y,SR 9A,SR 860,150,FT,N,87270000,14.428,3145,SR    9,I    95,L,1,1,39,11/17/2004,5,11,1, ,6,48,1, , ,8,0,0,26,177500,6.47, ,55,0,1,0,1,1,1,1,1,3,0,0,4,1,0,1,0,3,5,0,0,0,0,2,0,2,3,0,500,500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.94193,-80.18894,581210.6041,2869504.047,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14656,Point M,2.00574E+12,2005,744246110,FHPE05OFF07925,F,6,87,2/11/2005,1718,5,166,MIAMI,Y,SR 9A,SR 112,1320,FT,N,87270000,5.104,7514,SR    9A,I    95,L,1,1,45,11/17/2004,5,11,1,1370,4,36,7, , ,10,0,0,60,194500,6.47, ,55,0,3,0,1,4,1,1,1,1,0,0,2,1,0,1,0,6,1,4,0,0,0,2,0,2,4,0,9000,9000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.8162,-80.20601,579585.9965,2855569.16,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14658,Point M,2.00574E+12,2005,744246490,FHPE05OFF025877,F,6,87,5/10/2005,955,2,100,MIAMI,Y,SR 9A,FLYOVER,0,FT, ,87270000,12.074,1851,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,1,0,1,1,2,1,2,1,0,0,2,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,2000,2000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.91673,-80.21012,579106.8263,2866700.35,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14727,Point M,2.00574E+12,2005,743763320,FHPE05OFF056030,F,6,87,10/1/2005,1750,6,100,NORTH MIAMI BEACH,N,SR 9A,135TH ST NW,0.75,MI,N,87270000,11.545,9156,SR    9A,I    95,L,3,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,5,1,1,1,2,1,1,3,0,0,2,1,0,1,0,31,2,7,1,3,0,2,0,2,8,0,30000,30000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,25.90908,-80.20991,579132.7464,2865852.958,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14750,Point M,2.00574E+12,2005,744238880,FHPE05OFF053862,F,6,87,9/21/2005,950,3,100,MIAMI,N,SR 9A,SR 7,2640,FT,N,87270000,13.64,7552,SR    9A,I    95,M,M,1,39,11/17/2004,5,11,1, ,4,36,1, , ,10,0,0,22,168000,6.47, ,55,0,1,0,1,1,2,1,1,1,0,0,2,1,0,1,0,8,14,0,0,0,0,2,0,2,2,0,2002,2002,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,25.93563,-80.19931,580176.6422,2868800.451,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14795,Point M,2.00574E+12,2005,744229820,FHPE05OFF059716,F,6,87,10/19/2005,1231,3,100,N MIAMI,N,SR 9A,SR 860,150,FT,S,87270000,14.465,2277,SR    9,I    95,M,M,1,39,11/17/2004,5,11,1, ,4,48,1, , ,8,0,0,26,177500,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,77,5,0,0,0,0,2,0,2,2,0,1000,1000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.9423,-80.18851,581253.2414,2869545.135,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14802,Point M,2.00574E+12,2005,744234350,FHPE05OFF046535,F,6,87,8/14/2005,2046,7,166,MIAMI,Y,SR 9A,95TH ST NW,0.038,MI,S,87270000,8.383,2261,SR    9A,I    95,L,S,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,291000,6.47, ,55,0,1,1,1,4,1,1,1,3,0,0,2,1,0,1,0,19,2,0,0,0,0,1,0,1,1,0,800,800,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,25.86336,-80.20818,579336.6752,2860791.161,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14805,Point M,2.00574E+12,2005,744234800,FHPE05OFF055886,F,6,87,10/1/2005,125,6,100,N MIAMI,N,SR 9A,103RD ST NW,0.052,MI,N,87270000,8.972,2298,SR    9A,I    95,M,M,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,189500,6.47,1D0000,55,0,2,0,1,4,2,2,1,1,0,0,2,1,0,1,0,20,2,4,0,0,0,1,0,1,4,0,4000,4000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.87188,-80.20849,579299.508,2861734.521,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14865,Point M,2.00574E+12,2005,744228050,FHPE05OFF019348,F,6,87,4/7/2005,640,4,100,NORTH MIAMI,Y,SR 9A,151ST ST NW,1,MI,N,87270000,12.809,2854,SR    9A,I    95,L,1,1,40,11/17/2004,5,11,1, ,6,48,1, , ,8,0,0,20,168000,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,1000,1000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.92647,-80.20765,579346.977,2867780.236,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14866,Point M,2.00574E+12,2005,744228170,FHPE05OFF021451,F,6,87,4/18/2005,840,1,100,MIAMI,N,SR 9A,119TH ST NW,0.062,MI,N,87270000,9.855,7815,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,243000,6.47,1D00,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,21500,21500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.88464,-80.20895,579244.9676,2863147.659,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14868,Point M,2.00574E+12,2005,744228510,FHPE05OFF029297,F,6,87,5/27/2005,820,5,100,N MIAMI,N,SR 9A,103RD ST NW,0.057,MI,N,87270000,8.847,7813,SR    9A,I    95,L,1,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,189500,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,4000,4000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.87007,-80.20838,579311.6172,2861534.457,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14870,Point M,2.00574E+12,2005,744228860,FHPE05OFF038364,F,6,87,7/8/2005,856,5,100,N MIAMI,Y,SR 9A,135TH ST NW,150,FT,S,87270000,10.734,2839,SR    9A,I    95,L,2,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,243000,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,1,2,0,0,0,0,3,0,3,3,0,6000,6000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.89735,-80.20956,579176.0016,2864554.876,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
14896,Point M,2.00574E+12,2005,744213720,FHPE05OFF056260,F,6,87,10/2/2005,2107,7,166,MIAMI,Y,SR 9A,62ND ST NW,1320,FT,S,87270000,5.968,2255,SR    9A,I    95,M,M,1,45,11/17/2004,5,11,1,1370,4,48,7, , ,10,0,0,22,194500,6.47,2D0000,55,0,3,0,1,4,3,2,1,1,0,0,4,1,0,1,0,20,2,1,0,0,0,1,0,1,1,0,7000,7000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.82867,-80.20614,579563.7145,2856950.469,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15067,Point M,2.00574E+12,2005,744238380,FHPE05OFF036256,F,6,87,6/28/2005,1600,2,166,MIAMI,Y,SR 9A,79TH ST NW,0.25,MI,N,87270000,7.533,2259,SR    9A,I    95,L,U,1,38,11/17/2004,5,11,1, ,4,55,7, , ,10,0,0,24,291000,6.47, ,55,0,2,0,1,1,2,1,1,1,0,0,2,1,0,1,0,6,77,1,0,0,0,2,0,2,4,0,1700,1700,0,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.85106,-80.20777,579385.4281,2859429.492,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15114,Point M,2.00574E+12,2005,744229380,FHPE05OFF047891,F,6,87,8/21/2005,940,7,100,N MIAMI,N,SR 9A,103RD ST NW,0.027,MI,S,87270000,8.881,2263,SR    9A,I    95,L,3,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,189500,6.47, ,55,0,1,0,1,1,3,2,1,1,0,0,4,1,0,1,0,3,2,0,0,0,0,2,0,2,2,0,5001,5001,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25.87056,-80.2084,579309.5229,2861588.906,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15116,Point M,2.00574E+12,2005,744229720,FHPE05OFF057911,F,6,87,10/10/2005,750,1,166,MIAMI,Y,SR 9A,SR 112,0.25,MI,S,87270000,4.568,2253,SR    9A,I    95,M,M,1,45,11/17/2004,5,11,1,1370,4,36,1,5, ,10,2,0,10,213000,6.47, ,55,0,1,0,1,1,1,1,1,1,0,0,4,1,0,1,0,20,2,0,0,0,0,1,0,1,1,0,1000,1000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.80844,-80.2058,579611.2592,2854710.345,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15171,Point M,2.00574E+12,2005,743626280,FHPE05OFF060350,F,6,87,10/22/2005,1959,6,166,MIAMI,Y,SR 9A,62ND ST NW,1320,FT,S,87270000,5.968,2255,SR    9A,I    95,L,5,1,45,11/17/2004,5,11,1,1370,4,48,7, , ,10,0,0,22,194500,6.47,2D0000,55,0,3,0,1,4,1,1,1,3,0,0,2,1,0,1,0,1,2,1,0,0,0,2,0,2,2,0,2000,2000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.82867,-80.20614,579563.7145,2856950.469,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15185,Point M,2.00574E+12,2005,744227990,FHPE05OFF016969,F,6,87,3/26/2005,950,6,166,MIAMI,Y,SR 9A,62 ST NW,500,FT,S,87270000,6.106,2306,SR    9A,I    95,M,M,1,45,11/17/2004,5,11,1,1370,4,55,7, , ,10,0,0,24,194500,6.47,2D0000,55,0,3,0,1,1,1,1,1,1,0,0,4,1,0,1,0,20,2,1,0,0,0,1,0,1,1,0,3000,3000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.83064,-80.20577,579599.9846,2857168.374,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15187,Point M,2.00574E+12,2005,744228410,FHPE05OFF027411,F,6,87,5/18/2005,720,3,100,MIAMI,N,SR 9A,103RD ST NW,0.028,MI,S,87270000,8.728,2865,SR    9A,I    95,L,5,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,291000,6.47, ,55,0,2,0,1,1,1,1,1,1,0,0,4,1,0,1,0,77,1,1,0,0,0,2,0,2,2,0,3001,3001,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,25.86835,-80.20832,579318.9482,2861343.855,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15291,Point M,2.00574E+12,2005,744244150,FHPE05OFF022847,F,6,87,4/25/2005,1445,1,166,MIAMI,Y,SR 9A,SR 836,2640,FT,N,87270000,3.686,7795,SR    9A,I    95,L,S,1,45,11/17/2004,5,11,1,1370,4,36,1,6, ,10,2,0,10,213000,6.47, ,55,0,3,0,1,1,1,1,1,3,0,0,4,1,0,1,0,18,1,2,0,0,0,1,0,1,2,0,2000,2000,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.79568,-80.20532,579668.6792,2853297.892,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15312,Point M,2.00574E+12,2005,744249280,FHPE05OFF035863,F,6,87,6/26/2005,2231,7,180,NORTH MIAMI,Y,I 95,151ST ST NW,500,FT,S,87270000,11.714,2292,SR    9A,I    95,M,M,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,2,0,1,4,3,2,1,3,0,0,4,1,0,2,0,20,2,1,0,0,0,1,0,1,1,0,1500,1500,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,25.91152,-80.20991,579130.645,2866123.818,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15404,Point M,2.00574E+12,2005,744241210,FHPE05OFF028721,F,6,87,5/24/2005,1523,2,166,MIAMI,Y,SR 9A,135TH ST NW,0.25,MI,N,87270000,11.045,2268,SR    9A,I    95,L,5,1,38,11/17/2004,5,11,1,1502,4,60,1, , ,10,0,0,22,258000,6.47,0D2400,55,0,1,0,1,1,1,1,1,3,0,0,2,1,0,1,0,1,2,0,0,0,0,2,0,2,2,0,3000,3000,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.90184,-80.2099,579138.0928,2865051.753,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15430,Point M,2.00574E+12,2005,743630060,FHPE05OFF064777,F,6,87,11/14/2005,1430,1,166,MIAMI,Y,I 95,SR 112,0.8,MI,N,87270000,5.654,2873,SR    9A,I    95,L,1,1,45,11/17/2004,5,11,1,1370,4,48,7, , ,10,0,0,22,194500,6.47, ,55,0,2,0,6,1,2,1,1,1,0,0,4,1,0,1,0,77,2,4,0,0,0,2,0,2,6,0,2600,2600,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.82415,-80.20637,579544.2739,2856449.647,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
15434,Point M,2.00574E+12,2005,743631250,FHPE05OFF070265,F,6,87,12/10/2005,1220,6,180,NORTH MIAMI,N,SR 9A,151ST ST NW,800,FT,N,87270000,11.961,2270,SR    9A,I    95,L,2,1,38,11/17/2004,5,11,1, ,4,60,1, , ,10,0,0,22,258000,6.47, ,55,0,3,0,1,1,1,1,1,3,0,0,4,1,0,1,0,1,2,2,0,0,0,3,0,3,4,0,7500,7500,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25.91509,-80.21003,579116.4222,2866519.483,UTM_Zone17_NAD_1983,FDOT TransStat,FDOTTSOBasemapv3-4-2013,3/4/2013,2/21/2013,3/4/2013,0
